"product_id","avg_months_between_orders"
1015,"6.3333333333333333"
1099,"5.6000000000000000"
1023,"5.6000000000000000"
1011,"4.6250000000000000"
1076,"4.6250000000000000"
1006,"4.3333333333333333"
1028,"4.2857142857142857"
1095,"4.2857142857142857"
1068,"4.1250000000000000"
1057,"4.0000000000000000"
1030,"4.0000000000000000"
1086,"3.8888888888888889"
1054,"3.7142857142857143"
1060,"3.7142857142857143"
1096,"3.6000000000000000"
1039,"3.6000000000000000"
1016,"3.5714285714285714"
1027,"3.5000000000000000"
1094,"3.5000000000000000"
1085,"3.4444444444444444"
1020,"3.4285714285714286"
1036,"3.4000000000000000"
1009,"3.3333333333333333"
1090,"3.3076923076923077"
1100,"3.2857142857142857"
1026,"3.2000000000000000"
1092,"3.2000000000000000"
1037,"3.1818181818181818"
1042,"3.1666666666666667"
1035,"3.1666666666666667"
1046,"3.1333333333333333"
1034,"3.1111111111111111"
1002,"3.0000000000000000"
1005,"3.0000000000000000"
1078,"3.0000000000000000"
1003,"3.0000000000000000"
1091,"3.0000000000000000"
1061,"3.0000000000000000"
1059,"3.0000000000000000"
1082,"3.0000000000000000"
1097,"3.0000000000000000"
1077,"2.8888888888888889"
1025,"2.8888888888888889"
1013,"2.8750000000000000"
1014,"2.8750000000000000"
1084,"2.8571428571428571"
1040,"2.8333333333333333"
1070,"2.8333333333333333"
1052,"2.8333333333333333"
1043,"2.7692307692307692"
1056,"2.7272727272727273"
1017,"2.7000000000000000"
1022,"2.6666666666666667"
1093,"2.6666666666666667"
1055,"2.6666666666666667"
1087,"2.6666666666666667"
1051,"2.4285714285714286"
1010,"2.4166666666666667"
1031,"2.4000000000000000"
1050,"2.4000000000000000"
1062,"2.4000000000000000"
1072,"2.4000000000000000"
1021,"2.3750000000000000"
1067,"2.3750000000000000"
1081,"2.2727272727272727"
1029,"2.2500000000000000"
1069,"2.2222222222222222"
1063,"2.2000000000000000"
1098,"2.1666666666666667"
1047,"2.1666666666666667"
1008,"2.1428571428571429"
1032,"2.1111111111111111"
1075,"2.1000000000000000"
1033,"2.0000000000000000"
1058,"2.0000000000000000"
1088,"2.0000000000000000"
1080,"2.0000000000000000"
1049,"2.0000000000000000"
1048,"2.0000000000000000"
1012,"1.8750000000000000"
1018,"1.8000000000000000"
1053,"1.7500000000000000"
1064,"1.7000000000000000"
1074,"1.6666666666666667"
1019,"1.6250000000000000"
1089,"1.6153846153846154"
1045,"1.5714285714285714"
1079,"1.5000000000000000"
1066,"1.5000000000000000"
1024,"1.4000000000000000"
1044,"1.3750000000000000"
1083,"1.2500000000000000"
1065,"1.1666666666666667"
1038,"1.1250000000000000"
1071,"0.85714285714285714286"
1073,"0.85714285714285714286"
1007,"0.66666666666666666667"
1001,"0.50000000000000000000"
1041,"0.40000000000000000000"
1004,"0.00000000000000000000"
